,asset_id,interval,timestamp,open,high,low,close,volume
0,NFLX,D,2019-01-31,339.68,345.99,338.0919,339.52,6258185
1,NFLX,D,2019-02-28,362.47,366.39,357.709,358.31,4408664
2,NFLX,D,2019-04-24,380.89,381.89,373.28,374.15,154320
3,NFLX,D,2019-04-25,373.78,374.49,365.75,368.31,164805
4,NFLX,D,2019-04-26,368.29,375.07,366.24,375.06,132466
5,NFLX,D,2019-04-29,373.745,374.54,369.32,371.83,65637
6,NFLX,D,2019-04-30,369.56,374.4,368.348,370.98,1184985
7,NFLX,D,2019-05-01,373.87,385.905,373.75,378.89,170404
8,NFLX,D,2019-05-02,378.36,383.32,374.7,379.19,112133
9,NFLX,D,2019-05-03,381.625,385.0,378.37,384.98,135767
10,NFLX,D,2019-05-06,377.84,381.15,376.06,378.56,134958
11,NFLX,D,2019-05-07,376.81,379.75,365.9,370.42,168057
12,NFLX,D,2019-05-08,367.52,368.85,361.58,364.5,178547
13,NFLX,D,2019-05-09,360.11,364.05,352.9,362.74,125863
14,NFLX,D,2019-05-10,362.99,364.82,353.15,360.88,157227
15,NFLX,D,2019-05-13,352.13,354.085,343.31,345.42,158887
16,NFLX,D,2019-05-14,348.7,349.61,342.67,345.51,123701
17,NFLX,D,2019-05-15,343.19,356.4,341.61,355.0,147308
18,NFLX,D,2019-05-16,356.37,363.84,353.97,359.69,193447
19,NFLX,D,2019-05-17,355.99,359.58,354.03,354.31,152640
20,NFLX,D,2019-05-20,351.0,352.34,345.43,348.05,132615
21,NFLX,D,2019-05-21,350.95,356.37,350.11,354.34,99214
22,NFLX,D,2019-05-22,358.01,366.23,357.3,359.75,183578
23,NFLX,D,2019-05-23,355.6,357.19,347.78,352.23,146409
24,NFLX,D,2019-05-24,356.0,359.44,353.86,354.22,164378
25,NFLX,D,2019-05-28,354.45,361.17,353.64,353.64,85378
26,NFLX,D,2019-05-29,353.17,353.57,345.95,349.45,144254
27,NFLX,D,2019-05-30,351.6,354.05,348.51,351.97,97432
28,NFLX,D,2019-05-31,345.97,349.22,342.98,343.27,171393
29,NFLX,D,2019-06-03,343.92,347.29,332.71,336.54,211430
30,NFLX,D,2019-06-04,344.51,353.49,343.37,353.4,280757
31,NFLX,D,2019-06-05,354.25,357.805,348.93,355.61,151433
32,NFLX,D,2019-06-06,354.87,358.14,352.09,357.12,96002
33,NFLX,D,2019-06-07,357.11,365.14,356.0,360.7,219692
34,NFLX,D,2019-06-10,363.65,366.97,349.38,351.97,282145
35,NFLX,D,2019-06-11,355.83,357.47,348.63,351.1,148903
36,NFLX,D,2019-06-12,351.5,353.36,343.23,345.52,181425
37,NFLX,D,2019-06-13,347.35,348.2,339.29,343.2,225654
38,NFLX,D,2019-06-14,342.24,343.4,336.2,339.7,235729
39,NFLX,D,2019-06-17,342.69,351.75,342.69,350.6,245914
40,NFLX,D,2019-06-18,355.91,361.44,353.93,357.02,274159
41,NFLX,D,2019-06-19,361.82,364.73,356.28,363.34,217944
42,NFLX,D,2019-06-20,365.91,370.035,361.25,365.26,334114
43,NFLX,D,2019-06-21,365.0,371.39,365.0,368.88,342944
44,NFLX,D,2019-06-24,370.36,375.0,370.36,370.87,153571
45,NFLX,D,2019-06-25,370.98,370.99,358.33,360.27,233436
46,NFLX,D,2019-06-26,362.19,366.79,361.67,362.09,117920
47,NFLX,D,2019-06-27,363.64,370.81,363.64,370.12,198655
48,NFLX,D,2019-06-28,370.44,371.49,364.89,367.32,170434
49,NFLX,D,2019-07-01,373.16,376.52,372.02,374.71,202663
50,NFLX,D,2019-07-02,374.89,375.71,370.31,375.57,161856
51,NFLX,D,2019-07-03,376.49,381.97,375.84,381.83,203348
52,NFLX,D,2019-07-05,378.29,381.31,375.6,379.88,169079
53,NFLX,D,2019-07-08,378.24,378.24,375.5,376.09,114676
54,NFLX,D,2019-07-09,379.06,384.69,377.55,379.86,326811
55,NFLX,D,2019-07-10,382.35,384.26,377.49,380.92,194461
56,NFLX,D,2019-07-11,381.87,384.54,378.88,379.43,224839
57,NFLX,D,2019-07-12,378.3,379.61,372.83,373.26,380452
58,NFLX,D,2019-07-15,372.94,373.52,362.3,366.51,239275
59,NFLX,D,2019-07-16,370.09,371.17,364.93,365.9,156655
60,NFLX,D,2019-07-17,366.27,366.44,361.94,362.7,303359
61,NFLX,D,2019-07-18,323.8,329.85,320.34,325.14,1042614
62,NFLX,D,2019-07-19,324.0,325.765,314.27,314.98,568998
63,NFLX,D,2019-07-22,312.11,314.5,305.9,310.09,554896
64,NFLX,D,2019-07-23,311.15,313.5,306.0,307.2,296354
65,NFLX,D,2019-07-24,310.51,319.97,307.35,317.91,488404
66,NFLX,D,2019-07-25,319.4,327.62,316.51,326.46,451444
67,NFLX,D,2019-07-26,328.79,336.0,327.58,336.0,608321
68,NFLX,D,2019-07-29,336.19,336.19,328.85,332.69,183932
69,NFLX,D,2019-07-30,329.2,329.32,323.27,326.0,216836
70,NFLX,D,2019-07-31,329.27,331.75,318.55,323.04,179330
71,NFLX,D,2019-08-01,324.01,328.47,318.85,319.64,250049
72,NFLX,D,2019-08-02,316.6,319.18,311.81,319.18,285842
73,NFLX,D,2019-08-05,310.57,313.16,304.75,307.56,354476
74,NFLX,D,2019-08-06,310.25,311.88,305.37,310.14,230339
75,NFLX,D,2019-08-07,302.79,304.98,297.03,304.22,417204
76,NFLX,D,2019-08-08,310.86,316.32,306.63,315.62,289150
77,NFLX,D,2019-08-09,313.99,316.53,305.7,308.89,207662
78,NFLX,D,2019-08-12,305.06,312.88,303.41,310.92,202723
79,NFLX,D,2019-08-13,309.18,316.33,308.24,312.27,183295
80,NFLX,D,2019-08-14,308.0,308.11,298.02,298.98,298239
81,NFLX,D,2019-08-15,299.36,300.25,288.04,295.93,444810
82,NFLX,D,2019-08-16,298.79,303.52,296.31,302.8,373211
83,NFLX,D,2019-08-19,307.08,311.75,304.85,309.4,254196
84,NFLX,D,2019-08-20,304.86,304.86,297.71,298.98,359340
85,NFLX,D,2019-08-21,300.47,302.87,296.23,297.84,273678
86,NFLX,D,2019-08-22,298.61,300.33,293.15,296.93,219221
87,NFLX,D,2019-08-23,295.01,299.0,290.34,291.57,298023
88,NFLX,D,2019-08-26,294.87,296.9,292.66,295.08,248202
89,NFLX,D,2019-08-27,295.1,295.12,287.24,291.09,297050
90,NFLX,D,2019-08-28,289.44,292.78,287.79,291.91,215808
91,NFLX,D,2019-08-29,295.02,299.92,295.02,296.85,247683
92,NFLX,D,2019-08-30,298.94,298.94,290.88,293.89,267693
93,NFLX,D,2019-09-03,290.77,293.73,288.12,289.22,185040
94,NFLX,D,2019-09-04,291.38,292.38,286.58,291.5,256920
95,NFLX,D,2019-09-05,285.07,293.97,282.845,293.2,534150
96,NFLX,D,2019-09-06,293.02,293.02,287.03,290.2,333002
97,NFLX,D,2019-09-09,294.67,301.54,290.6,294.61,368584
98,NFLX,D,2019-09-10,291.39,297.17,282.71,288.18,647879
99,NFLX,D,2019-09-11,285.73,292.64,284.61,288.24,356678
100,NFLX,D,2019-09-12,287.82,292.7,286.82,288.88,266056
101,NFLX,D,2019-09-13,291.0,296.6,290.06,294.0,443513
102,NFLX,D,2019-09-16,293.85,297.42,290.0,294.29,244933
103,NFLX,D,2019-09-17,294.44,299.13,292.1,298.53,210310
104,NFLX,D,2019-09-18,295.0,296.045,287.47,291.52,481524
105,NFLX,D,2019-09-19,291.97,293.81,283.4,286.58,443872
106,NFLX,D,2019-09-20,280.25,282.46,266.0,270.55,1104315
107,NFLX,D,2019-09-23,268.345,273.3,261.9,266.0,715559
108,NFLX,D,2019-09-24,262.5,265.0,252.28,254.58,802091
109,NFLX,D,2019-09-25,255.71,266.56,253.7,264.75,594268
110,NFLX,D,2019-09-26,266.045,268.04,260.2,263.43,359845
111,NFLX,D,2019-09-27,266.175,267.25,260.48,263.09,386796
112,NFLX,D,2019-09-30,266.5,268.8,263.96,267.65,239842
113,NFLX,D,2019-10-01,267.5,272.19,264.05,269.55,456943
114,NFLX,D,2019-10-02,263.61,269.33,262.34,268.11,411064
115,NFLX,D,2019-10-03,267.53,268.83,257.14,268.37,451917
116,NFLX,D,2019-10-04,268.42,275.48,266.49,272.76,534038
117,NFLX,D,2019-10-07,272.08,276.56,271.28,274.43,282472
118,NFLX,D,2019-10-08,272.5,275.53,270.68,270.77,283884
119,NFLX,D,2019-10-09,270.02,270.83,264.59,267.44,429271
120,NFLX,D,2019-10-10,265.47,280.51,265.47,280.51,647050
121,NFLX,D,2019-10-11,285.0,287.81,282.4,282.8,541877
122,NFLX,D,2019-10-14,283.5,286.9,282.0,285.49,201163
123,NFLX,D,2019-10-15,284.535,285.87,279.5,284.24,281875
124,NFLX,D,2019-10-16,283.4,288.14,280.76,286.75,499496
125,NFLX,D,2019-10-17,304.65,308.66,288.34,293.28,1627036
126,NFLX,D,2019-10-18,289.5,290.64,273.36,275.25,1361330
127,NFLX,D,2019-10-21,272.91,279.92,269.07,277.95,701960
128,NFLX,D,2019-10-22,271.41,275.12,265.81,266.66,675148
129,NFLX,D,2019-10-23,268.12,273.92,266.7,271.29,365767
130,NFLX,D,2019-10-24,271.99,274.0,268.94,271.42,283826
131,NFLX,D,2019-10-25,270.9,277.71,270.21,276.83,377476
132,NFLX,D,2019-10-28,278.01,285.71,277.5,281.9,398575
133,NFLX,D,2019-10-29,281.82,284.36,277.57,281.17,260613
134,NFLX,D,2019-10-30,284.15,293.34,283.06,291.48,429629
135,NFLX,D,2019-10-31,287.3,288.92,284.78,287.22,324211
136,NFLX,D,2019-11-01,288.82,288.82,283.08,286.975,372212
137,NFLX,D,2019-11-04,287.73,295.39,287.18,292.79,231636
138,NFLX,D,2019-11-05,290.02,290.96,286.32,288.03,157754
139,NFLX,D,2019-11-06,287.9,290.49,285.84,288.59,150881
140,NFLX,D,2019-11-07,290.5,298.05,288.27,289.68,291732
141,NFLX,D,2019-11-08,289.45,293.97,287.54,291.55,225748
142,NFLX,D,2019-11-11,289.07,296.35,289.07,294.18,191695
143,NFLX,D,2019-11-12,295.345,295.345,288.71,291.93,224264
144,NFLX,D,2019-11-13,291.03,293.31,281.23,283.13,460325
145,NFLX,D,2019-11-14,283.33,290.61,283.33,289.76,283877
146,NFLX,D,2019-11-15,290.74,295.81,287.59,295.01,388374
147,NFLX,D,2019-11-18,295.93,304.95,293.28,302.62,370551
148,NFLX,D,2019-11-19,304.04,305.61,298.56,302.64,268952
149,NFLX,D,2019-11-20,301.59,308.18,301.21,305.27,248449
150,NFLX,D,2019-11-21,305.62,312.68,304.31,311.73,391325
151,NFLX,D,2019-11-22,309.1,311.4,304.48,310.55,339838
152,NFLX,D,2019-11-25,308.83,315.73,305.33,315.61,331860
153,NFLX,D,2019-11-26,314.94,316.4,311.69,313.22,183246
154,NFLX,D,2019-11-27,314.2,316.79,312.82,315.95,234254
155,NFLX,D,2019-11-29,315.92,316.59,313.37,314.74,156380
156,NFLX,D,2019-12-02,314.33,314.33,303.76,310.22,260002
157,NFLX,D,2019-12-03,301.97,307.35,301.97,306.08,202357
158,NFLX,D,2019-12-04,307.99,308.0,303.36,304.42,165831
159,NFLX,D,2019-12-05,305.09,306.43,298.85,302.86,271383
160,NFLX,D,2019-12-06,304.82,307.75,302.81,307.25,270193
161,NFLX,D,2019-12-09,308.09,311.44,302.5,302.5,139806
162,NFLX,D,2019-12-10,296.82,298.7,292.05,292.95,444758
163,NFLX,D,2019-12-11,296.89,298.9,295.59,298.9,96850
164,NFLX,D,2019-12-13,298.51,298.51,298.51,298.51,100
165,NFLX,D,2019-12-16,300.56,305.71,298.9,304.14,187354
166,NFLX,D,2019-12-17,306.9,316.78,306.74,315.39,405594
167,NFLX,D,2019-12-18,316.345,325.29,315.725,320.36,401611
168,NFLX,D,2019-12-19,324.5,332.83,324.21,332.15,407819
169,NFLX,D,2019-12-20,334.56,337.97,330.69,336.8,390998
170,NFLX,D,2019-12-23,337.7,337.81,331.07,333.09,229855
171,NFLX,D,2019-12-24,334.72,335.62,331.72,333.22,76084
172,NFLX,D,2019-12-26,334.34,336.44,332.01,332.59,138463
173,NFLX,D,2019-12-27,333.29,333.7,326.03,329.04,265472
174,NFLX,D,2019-12-30,328.81,329.12,322.89,323.17,145470
175,NFLX,D,2019-12-31,322.5,324.89,321.1,323.62,137543
176,NFLX,D,2020-01-02,325.9,329.97,324.79,329.85,207866
177,NFLX,D,2020-01-03,326.21,329.84,325.58,325.98,169016
178,NFLX,D,2020-01-06,322.56,336.26,321.56,335.85,233550
179,NFLX,D,2020-01-07,336.25,336.61,330.37,330.65,164798
180,NFLX,D,2020-01-08,331.59,342.63,331.2,339.24,309514
181,NFLX,D,2020-01-09,342.05,343.33,334.77,335.59,182399
182,NFLX,D,2020-01-10,337.28,338.47,327.27,329.13,185311
183,NFLX,D,2020-01-13,331.99,340.7,331.59,339.01,260564
184,NFLX,D,2020-01-14,344.45,345.2,335.69,338.67,205780
185,NFLX,D,2020-01-15,338.51,343.17,336.79,339.15,138891
186,NFLX,D,2020-01-16,342.56,342.56,335.96,338.76,165371
187,NFLX,D,2020-01-17,340.65,341.57,337.48,339.58,187509
188,NFLX,D,2020-01-21,340.0,340.0,333.02,338.405,344958
189,NFLX,D,2020-01-22,332.36,336.25,323.6,326.0,1038063
